datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Total_sales
5/16/2015,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,276,Saturday,61.565999999999995
5/17/2015,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,276,Sunday,44.53
5/18/2015,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,276,Monday,47.513000000000005
5/19/2015,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,276,Tuesday,38.66
5/20/2015,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,276,Wednesday,55.135
5/21/2015,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,276,Thursday,30.257
5/22/2015,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,276,Friday,35.198
5/23/2015,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,276,Saturday,55.82
5/24/2015,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,276,Sunday,42.399
5/25/2015,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,276,Monday,63.99
5/26/2015,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday,85.18
5/27/2015,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,276,Wednesday,40.86
5/28/2015,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,Thursday,58.13
5/29/2015,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,276,Friday,70.14
5/30/2015,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,276,Saturday,63.18
5/31/2015,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,Sunday,57.997
6/1/2015,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,276,Monday,52.71
6/2/2015,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,276,Tuesday,71.22999999999999
6/3/2015,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,276,Wednesday,58.96
6/4/2015,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,276,Thursday,38.33
6/5/2015,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,276,Friday,37.67
6/6/2015,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,276,Saturday,50.36
6/7/2015,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,Sunday,65.35
6/8/2015,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,276,Monday,66.16
6/9/2015,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,276,Tuesday,56.2
6/10/2015,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,276,Wednesday,49.025999999999996
6/11/2015,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,276,Thursday,66.72999999999999
6/12/2015,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,276,Friday,31.83
6/13/2015,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,276,Saturday,57.69
6/14/2015,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,276,Sunday,35.269999999999996
6/15/2015,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,Monday,73.36
6/16/2015,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,276,Tuesday,53.34
6/17/2015,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,Wednesday,72.64
6/18/2015,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,Thursday,70.53
6/19/2015,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,276,Friday,67.74
6/20/2015,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,276,Saturday,64.14
6/21/2015,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,276,Sunday,46.019999999999996
6/22/2015,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,276,Monday,56.822
6/23/2015,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,276,Tuesday,49.84
6/24/2015,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,276,Wednesday,51.63
6/25/2015,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,276,Thursday,47.795
6/26/2015,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,276,Friday,46.5
6/27/2015,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,276,Saturday,65.66
6/28/2015,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,276,Sunday,41.39
6/29/2015,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,276,Monday,64.34
6/30/2015,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,276,Tuesday,64.97
7/1/2015,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,Wednesday,75.16
7/2/2015,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,276,Thursday,35.15
7/3/2015,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,276,Friday,59.83
7/4/2015,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,276,Saturday,34.09
7/5/2015,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,276,Sunday,42.54
7/6/2015,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,276,Monday,46.18
7/7/2015,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,276,Tuesday,46.42
7/8/2015,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,276,Wednesday,38.95
7/9/2015,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,276,Thursday,47.76
7/10/2015,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,276,Friday,82.84
7/11/2015,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,Saturday,77.23
7/12/2015,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,276,Sunday,53.46
7/13/2015,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,276,Monday,42.89
7/14/2015,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,276,Tuesday,28.67
7/15/2015,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,Wednesday,49.35
7/16/2015,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,276,Thursday,39.67
7/17/2015,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,276,Friday,38.129999999999995
7/18/2015,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,276,Saturday,53.06
7/19/2015,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,276,Sunday,35.36
7/20/2015,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,276,Monday,62.51
7/21/2015,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,276,Tuesday,35.129999999999995
7/22/2015,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,276,Wednesday,54.67
7/23/2015,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,276,Thursday,27.5
7/24/2015,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,Friday,66.53999999999999
7/25/2015,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,276,Saturday,47.0
7/26/2015,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,276,Sunday,43.99
7/27/2015,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,276,Monday,52.18
7/28/2015,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,276,Tuesday,54.4
7/29/2015,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,276,Wednesday,50.058
7/30/2015,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,276,Thursday,43.629999999999995
7/31/2015,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,276,Friday,58.7
8/1/2015,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,276,Saturday,49.0
8/2/2015,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,276,Sunday,41.7
8/3/2015,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,276,Monday,38.83
8/4/2015,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,276,Tuesday,44.67
8/5/2015,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,276,Wednesday,39.230000000000004
8/6/2015,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,276,Thursday,66.0
8/7/2015,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,276,Friday,54.33
8/8/2015,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,276,Saturday,46.36
8/9/2015,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,276,Sunday,41.66
8/10/2015,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,276,Monday,61.05
8/11/2015,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,276,Tuesday,58.49
8/12/2015,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,276,Wednesday,60.063
8/13/2015,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,276,Thursday,54.438
8/14/2015,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,276,Friday,38.36
8/15/2015,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,276,Saturday,67.68
8/16/2015,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,276,Sunday,35.92
8/17/2015,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,276,Monday,55.0
8/18/2015,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,276,Tuesday,55.68
8/19/2015,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,276,Wednesday,65.99000000000001
8/20/2015,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,276,Thursday,38.18
8/21/2015,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,276,Friday,57.67
8/22/2015,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,276,Saturday,57.076
8/23/2015,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,276,Sunday,57.32
8/24/2015,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,276,Monday,69.66
8/25/2015,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,276,Tuesday,56.51
8/26/2015,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,276,Wednesday,54.989999999999995
8/27/2015,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,276,Thursday,59.83
8/28/2015,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,276,Friday,46.77
8/29/2015,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,276,Saturday,60.379999999999995
8/30/2015,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,276,Sunday,54.519999999999996
8/31/2015,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,276,Monday,72.24
9/1/2015,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,276,Tuesday,54.67
9/2/2015,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,276,Wednesday,66.13
9/3/2015,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,276,Thursday,45.22
9/4/2015,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,276,Friday,41.12
9/5/2015,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,276,Saturday,59.54
9/6/2015,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,276,Sunday,59.6
9/7/2015,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,276,Monday,60.763999999999996
9/8/2015,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,276,Tuesday,48.563
9/9/2015,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,276,Wednesday,52.7
9/10/2015,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,276,Thursday,57.39
9/11/2015,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,276,Friday,68.33
9/12/2015,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,276,Saturday,91.82
9/13/2015,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,276,Sunday,63.695
9/14/2015,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,276,Monday,55.980000000000004
9/15/2015,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,276,Tuesday,54.906
9/16/2015,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,276,Wednesday,33.305
9/17/2015,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,276,Thursday,57.66
9/18/2015,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,276,Friday,34.67
9/19/2015,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,276,Saturday,67.82
9/20/2015,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,276,Sunday,66.38
9/21/2015,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,276,Monday,68.7
9/22/2015,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,276,Tuesday,53.82
9/23/2015,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,276,Wednesday,58.166
9/24/2015,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,276,Thursday,56.13
9/25/2015,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,276,Friday,55.21
9/26/2015,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,276,Saturday,67.25
9/27/2015,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,276,Sunday,28.555
9/28/2015,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,276,Monday,46.730000000000004
9/29/2015,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,276,Tuesday,58.393
9/30/2015,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,276,Wednesday,46.15
10/1/2015,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,276,Thursday,63.211999999999996
10/2/2015,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,276,Friday,62.025999999999996
10/3/2015,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,276,Saturday,71.88
10/4/2015,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,276,Sunday,95.0
10/5/2015,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,276,Monday,104.523
10/6/2015,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,276,Tuesday,76.575
10/7/2015,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,276,Wednesday,75.28999999999999
10/8/2015,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,276,Thursday,71.85
10/9/2015,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,276,Friday,67.431
10/10/2015,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,276,Saturday,81.62
10/11/2015,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,276,Sunday,106.52199999999999
10/12/2015,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,276,Monday,111.84
10/13/2015,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,276,Tuesday,91.33
10/14/2015,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,276,Wednesday,62.49
10/15/2015,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,276,Thursday,96.91
10/16/2015,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,276,Friday,75.5
10/17/2015,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,276,Saturday,99.877
10/18/2015,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,276,Sunday,94.38
10/19/2015,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,276,Monday,101.402
10/20/2015,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,276,Tuesday,73.33000000000001
10/21/2015,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,276,Wednesday,66.023
10/22/2015,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,276,Thursday,52.932
10/23/2015,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,276,Friday,71.25999999999999
10/24/2015,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,276,Saturday,108.69
10/25/2015,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,276,Sunday,82.03
10/26/2015,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,276,Monday,88.63
10/27/2015,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,276,Tuesday,97.23
10/28/2015,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,276,Wednesday,56.66
10/29/2015,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,276,Thursday,54.623
10/30/2015,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,276,Friday,77.8
10/31/2015,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,276,Saturday,90.71000000000001
11/1/2015,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,276,Sunday,112.32000000000001
11/2/2015,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,276,Monday,75.28999999999999
11/3/2015,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,276,Tuesday,59.78999999999999
11/4/2015,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,276,Wednesday,101.64
11/5/2015,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,276,Thursday,65.291
11/6/2015,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,276,Friday,53.541
11/7/2015,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,276,Saturday,104.81
11/8/2015,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,276,Sunday,86.8
11/9/2015,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,276,Monday,71.80799999999999
11/10/2015,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,276,Tuesday,84.012
11/11/2015,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,276,Wednesday,101.2
11/12/2015,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,276,Thursday,71.33
11/13/2015,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,276,Friday,44.44
11/14/2015,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,276,Saturday,35.019999999999996
11/15/2015,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,276,Sunday,91.97
11/16/2015,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,276,Monday,79.64
11/17/2015,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,276,Tuesday,78.733
11/18/2015,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,276,Wednesday,54.67
11/19/2015,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,276,Thursday,55.489999999999995
11/20/2015,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,276,Friday,53.72
11/21/2015,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,276,Saturday,80.71000000000001
11/22/2015,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,276,Sunday,60.239000000000004
11/23/2015,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,276,Monday,83.7
11/24/2015,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,276,Tuesday,58.53
11/25/2015,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,276,Wednesday,60.19
11/26/2015,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,276,Thursday,44.305
11/27/2015,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,276,Friday,34.843
11/28/2015,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,276,Saturday,74.815
11/29/2015,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,276,Sunday,63.586
11/30/2015,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,276,Monday,64.455
12/1/2015,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,276,Tuesday,45.212999999999994
12/2/2015,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,276,Wednesday,75.73
12/3/2015,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,276,Thursday,77.6
12/4/2015,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,276,Friday,54.389
12/5/2015,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,276,Saturday,59.413
12/6/2015,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,276,Sunday,87.47
12/7/2015,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,276,Monday,57.799
12/8/2015,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,276,Tuesday,59.665000000000006
12/9/2015,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,276,Wednesday,75.074
12/10/2015,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,2015,12,276,Thursday,90.35
12/11/2015,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,2015,12,276,Friday,63.705
12/12/2015,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,2015,12,276,Saturday,68.74000000000001
12/13/2015,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,276,Sunday,81.65
12/14/2015,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,276,Monday,85.0
12/15/2015,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,2015,12,276,Tuesday,60.99
12/16/2015,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,2015,12,276,Wednesday,79.67
12/17/2015,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,2015,12,276,Thursday,49.01
12/18/2015,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,2015,12,276,Friday,63.730999999999995
12/19/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,276,Saturday,0.0
12/20/2015,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,2015,12,276,Sunday,71.674
12/21/2015,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,2015,12,276,Monday,87.34
12/22/2015,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,2015,12,276,Tuesday,78.66
12/23/2015,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,2015,12,276,Wednesday,41.44
12/24/2015,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,2015,12,276,Thursday,65.026
12/25/2015,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,2015,12,276,Friday,59.982
12/26/2015,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,2015,12,276,Saturday,120.83
12/27/2015,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,2015,12,276,Sunday,103.422
12/28/2015,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,2015,12,276,Monday,127.799
12/29/2015,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,2015,12,276,Tuesday,100.6
12/30/2015,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,2015,12,276,Wednesday,90.149
12/31/2015,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,2015,12,276,Thursday,90.709
1/1/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,276,Friday,0.0
1/2/2016,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,2016,1,276,Saturday,64.56
1/3/2016,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,2016,1,276,Sunday,73.6
1/4/2016,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,2016,1,276,Monday,84.92
1/5/2016,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,2016,1,276,Tuesday,75.52000000000001
1/6/2016,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,2016,1,276,Wednesday,93.56
1/7/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,276,Thursday,0.0
1/8/2016,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,2016,1,276,Friday,73.363
1/9/2016,7.33,2.66,5.0,88.3,9.0,0.0,3.0,3.0,2016,1,276,Saturday,118.28999999999999
1/10/2016,7.0,4.033,12.0,67.6,8.0,1.0,1.0,0.0,2016,1,276,Sunday,100.633
1/11/2016,9.34,5.66,7.0,64.9,18.0,0.0,0.0,4.0,2016,1,276,Monday,108.9
1/12/2016,12.0,3.132,12.0,61.35,8.0,0.0,0.0,0.0,2016,1,276,Tuesday,96.482
1/13/2016,9.0,1.66,5.0,41.7,15.0,0.0,1.0,2.0,2016,1,276,Wednesday,75.36
1/14/2016,2.0,5.155,6.0,69.0,18.0,0.0,8.0,2.0,2016,1,276,Thursday,110.155
1/15/2016,8.98,4.66,10.6,18.1,8.0,0.0,10.0,2.0,2016,1,276,Friday,62.34
1/16/2016,3.34,5.34,6.0,63.6,11.0,0.0,2.0,1.0,2016,1,276,Saturday,92.28
1/17/2016,7.01,1.604,3.9,46.6,4.0,0.0,0.0,1.0,2016,1,276,Sunday,64.114
1/18/2016,3.5,2.99,4.3,62.8,3.0,2.0,9.0,2.0,2016,1,276,Monday,89.59
1/19/2016,6.0,5.66,6.0,49.8,7.0,0.0,0.0,3.0,2016,1,276,Tuesday,77.46
1/20/2016,2.32,3.363,3.0,15.1,29.0,3.0,3.0,2.0,2016,1,276,Wednesday,60.783
